ID;CODIGO DE LA ENTIDAD;CODIGO UBIGEO INEI;CODIGO PAIS ;NOMBRE DE LA UO;Fecha;CO (ug/m3);H2S (ug/m3);NO2 (ug/m3);O3 (ug/m3);"PM10 
(ug/m3)";"PM2.5 
(ug/m3)";SO2 (ug/m3);Ruido (dB);UV;Humedad (%);Latitud;Longitud;"Presion 
(Pa)";Temperatura (C)
535;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 06:00;1811.26;14.48;31.88;26.12;5.17;2.55;5.15;83.86;0.00;93.79;-12.11913;-77.02885;1006.49;17.01
536;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 07:00;2250.16;14.13;35.00;32.78;8.62;4.34;10.24;86.55;0.00;93.78;-12.11913;-77.02885;1006.52;17.15
537;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 08:00;2306.88;13.31;31.26;31.80;9.55;6.06;8.92;92.52;0.08;92.57;-12.11913;-77.02885;1006.72;17.33
538;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 09:00;2931.78;11.83;28.29;43.92;9.87;5.81;14.81;92.36;0.18;90.69;-12.11913;-77.02885;1006.96;17.75
539;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 10:00;2408.07;11.23;27.83;50.37;6.46;3.06;8.84;93.46;0.20;90.96;-12.11913;-77.02885;1007.39;17.80
540;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 11:00;2417.69;10.63;28.11;52.99;5.52;2.46;9.13;93.57;0.25;91.02;-12.11913;-77.02885;1007.43;17.94
541;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 12:00;2610.02;8.03;24.63;61.52;6.47;2.58;11.14;93.10;0.43;87.97;-12.11913;-77.02885;1007.11;18.54
542;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 13:00;2473.65;8.48;23.60;68.67;5.29;2.38;8.75;94.83;0.48;89.64;-12.11913;-77.02885;1006.81;18.42
543;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 14:00;2326.49;9.75;26.83;67.23;4.50;2.37;7.66;97.11;0.48;92.07;-12.11913;-77.02885;1006.35;18.12
544;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 15:00;2461.91;9.61;29.60;64.12;5.87;2.27;8.61;98.79;0.42;92.13;-12.11913;-77.02885;1005.85;18.17
545;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 16:00;2430.00;8.67;28.68;59.18;4.55;1.90;8.42;97.73;0.24;89.12;-12.11913;-77.02885;1005.68;18.38
546;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 17:00;2347.97;11.07;33.50;57.48;4.87;2.17;8.01;96.90;0.10;93.53;-12.11913;-77.02885;1005.75;17.84
547;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 18:00;2652.50;12.09;37.78;54.79;6.12;2.92;10.10;92.58;0.00;94.14;-12.11913;-77.02885;1005.82;17.66
548;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 19:00;2557.00;13.17;36.57;49.60;5.94;2.79;9.17;92.58;0.00;95.34;-12.11913;-77.02885;1005.96;17.40
549;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 20:00;2365.91;12.76;32.78;43.66;3.86;1.89;8.07;95.34;0.00;92.98;-12.11913;-77.02885;1006.37;17.46
550;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 21:00;2623.24;11.71;32.35;39.96;4.89;2.16;10.92;90.45;0.00;89.25;-12.11913;-77.02885;1006.73;17.72
551;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 22:00;2208.67;12.47;31.48;36.80;4.96;2.27;6.90;89.08;0.00;92.47;-12.11913;-77.02885;1006.89;17.50
552;10069;150122;PE;Subgerencia de Desarrollo Ambiental;23/06/2021 23:00;2076.74;12.72;30.56;33.44;5.47;2.54;6.23;87.72;0.00;93.70;-12.11913;-77.02885;1006.82;17.43
553;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 00:00;1863.42;12.75;28.65;30.01;4.61;2.14;5.16;75.84;0.00;94.26;-12.11913;-77.02885;1006.95;17.40
554;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 01:00;1730.93;13.59;28.05;31.99;4.63;2.25;3.89;70.87;0.00;95.72;-12.11913;-77.02885;1006.66;17.20
555;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 02:00;1688.38;14.90;28.06;33.52;5.31;2.39;3.57;65.89;0.00;96.10;-12.11913;-77.02885;1006.09;16.89
556;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 03:00;1620.96;15.95;26.92;38.33;6.23;2.83;3.15;65.74;0.00;96.10;-12.11913;-77.02885;1005.78;16.65
557;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 04:00;1570.26;16.21;25.21;41.94;5.77;2.50;2.59;78.44;0.00;96.10;-12.11913;-77.02885;1005.95;16.58
558;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 05:00;1586.46;15.88;25.30;40.29;5.34;2.52;3.16;83.33;0.00;96.10;-12.11913;-77.02885;1006.00;16.66
559;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 06:00;1621.91;16.55;26.84;39.41;6.46;2.67;3.66;83.89;0.00;96.10;-12.11913;-77.02885;1006.05;16.51
560;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 07:00;2101.72;15.68;32.05;45.55;7.23;3.03;8.89;89.58;0.00;96.00;-12.11913;-77.02885;1006.39;16.78
561;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 08:00;2104.86;14.42;27.39;55.95;7.32;3.02;8.52;91.87;0.10;95.95;-12.11913;-77.02885;1006.93;17.07
562;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 09:00;2322.32;12.76;23.72;59.60;6.24;2.64;8.96;93.66;0.21;93.14;-12.11913;-77.02885;1007.39;17.45
563;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 10:00;2371.74;11.43;22.81;60.54;6.85;2.74;9.51;93.53;0.30;92.99;-12.11913;-77.02885;1007.73;17.76
564;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 11:00;2487.36;11.32;21.54;58.51;5.79;2.46;10.32;92.37;0.37;93.07;-12.11913;-77.02885;1007.92;17.80
565;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 12:00;2496.79;8.40;15.10;71.05;5.08;2.13;11.45;90.49;0.84;90.95;-12.11913;-77.02885;1007.52;18.45
566;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 13:00;2292.00;10.46;18.29;55.09;3.08;1.43;9.21;91.15;0.50;91.53;-12.11913;-77.02885;1006.97;17.95
567;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 14:00;2234.55;10.49;25.11;59.87;2.66;1.24;7.48;93.37;0.41;88.89;-12.11913;-77.02885;1006.22;17.94
568;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 15:00;2324.23;10.63;28.76;65.19;7.03;2.69;7.18;91.25;0.28;89.95;-12.11913;-77.02885;1005.54;17.93
569;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 16:00;2454.69;11.37;32.94;57.42;8.12;3.54;8.51;91.36;0.19;91.50;-12.11913;-77.02885;1004.81;17.79
570;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 17:00;2416.41;13.81;33.45;52.47;7.03;3.41;8.74;92.75;0.08;93.39;-12.11913;-77.02885;1004.78;17.24
571;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 18:00;2417.03;14.80;32.66;57.29;7.25;3.82;8.13;95.20;0.00;93.73;-12.11913;-77.02885;1005.51;17.02
572;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 19:00;2868.35;17.34;41.58;61.31;7.67;3.78;11.63;110.00;0.00;96.06;-12.11913;-77.02885;1006.02;16.51
573;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 20:00;3151.93;17.88;41.69;60.25;8.89;4.46;13.31;108.94;0.00;96.10;-12.11913;-77.02885;1006.36;16.42
574;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 21:00;2870.68;17.35;38.19;56.66;8.85;4.13;10.93;105.92;0.00;96.10;-12.11913;-77.02885;1006.57;16.49
575;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 22:00;2597.52;16.45;33.42;44.95;9.37;4.38;8.74;88.61;0.00;96.10;-12.11913;-77.02885;1006.58;16.65
576;10069;150122;PE;Subgerencia de Desarrollo Ambiental;24/06/2021 23:00;2053.96;16.27;30.52;45.84;7.50;3.85;5.04;84.31;0.00;96.10;-12.11913;-77.02885;1006.62;16.63
577;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 00:00;1854.90;17.10;28.25;39.97;5.26;2.47;4.17;89.12;0.00;96.10;-12.11913;-77.02885;1006.49;16.42
578;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 01:00;1667.28;16.52;24.54;42.40;6.36;2.72;2.86;80.41;0.00;96.10;-12.11913;-77.02885;1006.34;16.52
579;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 02:00;1654.81;17.00;25.03;37.08;6.68;2.84;2.91;70.06;0.00;96.10;-12.11913;-77.02885;1005.85;16.40
580;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 03:00;1632.71;17.72;26.01;45.37;9.84;3.91;2.66;61.78;0.00;96.10;-12.11913;-77.02885;1005.78;16.25
581;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 04:00;1601.01;20.37;27.98;50.87;7.17;2.72;2.22;69.72;0.00;96.10;-12.11913;-77.02885;1005.71;15.66
582;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 05:00;1572.57;22.03;27.94;50.60;7.75;2.87;2.49;57.77;0.00;96.10;-12.11913;-77.02885;1005.93;15.28
583;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 06:00;1683.45;22.35;28.57;39.79;6.02;2.50;4.42;79.02;0.00;96.10;-12.11913;-77.02885;1005.99;15.22
584;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 07:00;2704.87;20.82;34.86;44.91;5.85;2.49;14.70;88.15;0.00;96.10;-12.11913;-77.02885;1006.21;15.71
585;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 08:00;3014.81;18.44;28.06;54.57;6.41;2.64;14.90;91.32;0.08;96.10;-12.11913;-77.02885;1006.94;16.27
586;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 09:00;2640.83;12.91;20.11;58.68;5.88;2.48;11.44;89.80;0.26;94.51;-12.11913;-77.02885;1007.61;17.45
587;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 10:00;2388.87;8.62;16.84;49.80;5.09;1.99;9.00;88.95;0.37;85.33;-12.11913;-77.02885;1007.44;18.37
588;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 11:00;2794.58;8.12;22.02;61.00;11.57;4.30;12.95;93.31;0.42;83.90;-12.11913;-77.02885;1007.29;18.54
589;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 12:00;2601.51;10.20;24.02;63.18;11.23;4.76;9.69;93.27;0.49;85.81;-12.11913;-77.02885;1006.76;18.04
590;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 13:00;2332.92;11.15;27.62;70.71;10.70;4.62;7.63;91.60;0.50;89.73;-12.11913;-77.02885;1006.40;17.81
591;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 14:00;2362.59;11.18;25.38;71.21;7.91;3.80;8.58;88.58;0.49;91.37;-12.11913;-77.02885;1005.82;17.81
592;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 15:00;2165.14;12.56;24.12;67.43;5.43;2.59;6.90;89.87;0.45;93.15;-12.11913;-77.02885;1004.87;17.48
593;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 16:00;2282.25;13.48;28.59;71.76;5.79;2.64;7.07;96.04;0.25;92.91;-12.11913;-77.02885;1004.50;17.29
594;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 17:00;2553.03;15.81;36.13;62.13;9.19;3.75;9.48;91.11;0.06;96.10;-12.11913;-77.02885;1004.77;16.81
595;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 18:00;2532.42;16.60;37.77;57.35;8.41;3.35;8.78;89.42;0.00;96.10;-12.11913;-77.02885;1004.80;16.63
596;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 19:00;2678.33;16.38;35.56;55.97;7.48;2.96;9.79;91.99;0.00;96.09;-12.11913;-77.02885;1004.84;16.69
597;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 20:00;2978.23;15.35;36.21;52.26;7.66;3.08;12.39;90.81;0.00;94.66;-12.11913;-77.02885;1005.00;16.95
598;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 21:00;2898.11;14.71;34.72;48.21;8.50;3.51;11.56;90.08;0.00;91.50;-12.11913;-77.02885;1005.32;17.08
599;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 22:00;2660.57;14.56;33.95;48.81;12.29;4.94;9.32;90.28;0.00;92.34;-12.11913;-77.02885;1005.69;17.08
600;10069;150122;PE;Subgerencia de Desarrollo Ambiental;25/06/2021 23:00;2233.19;15.52;31.60;50.66;8.09;3.88;6.10;88.65;0.00;94.62;-12.11913;-77.02885;1006.09;16.81
601;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 00:00;1951.45;17.45;33.73;40.48;6.46;3.68;4.49;88.33;0.00;96.10;-12.11913;-77.02885;1005.94;16.36
602;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 01:00;1844.61;18.31;29.35;36.67;3.62;2.45;4.19;83.94;0.00;96.10;-12.11913;-77.02885;1005.53;16.15
603;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 02:00;1751.54;18.38;27.52;35.55;4.71;2.83;3.32;81.89;0.00;96.10;-12.11913;-77.02885;1005.08;16.11
604;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 03:00;1722.99;17.92;25.68;35.62;5.62;2.67;3.38;72.95;0.00;96.10;-12.11913;-77.02885;1004.49;16.21
605;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 04:00;1633.80;18.56;25.86;40.76;10.30;4.02;2.76;73.18;0.00;96.10;-12.11913;-77.02885;1004.04;16.06
606;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 05:00;1594.46;20.94;28.13;47.25;8.22;3.16;2.51;66.09;0.00;96.10;-12.11913;-77.02885;1003.87;15.52
607;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 06:00;1645.51;21.48;29.48;46.45;7.86;2.94;3.56;80.63;0.00;96.10;-12.11913;-77.02885;1004.21;15.41
608;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 07:00;1844.72;21.34;32.63;49.33;6.70;2.73;5.68;93.64;0.00;96.10;-12.11913;-77.02885;1004.90;15.48
609;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 08:00;2601.26;19.63;32.06;54.96;4.98;2.08;12.16;91.37;0.08;96.10;-12.11913;-77.02885;1005.61;15.96
610;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 09:00;2663.92;16.91;24.83;57.95;4.21;1.66;12.03;88.61;0.20;96.10;-12.11913;-77.02885;1006.14;16.56
611;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 10:00;2743.20;15.12;24.30;58.96;6.20;2.47;12.94;90.91;0.30;95.32;-12.11913;-77.02885;1006.19;16.96
612;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 11:00;2539.66;13.61;23.77;60.72;8.44;3.57;9.71;94.25;0.38;93.89;-12.11913;-77.02885;1005.59;17.27
613;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 12:00;2646.04;12.12;19.15;67.85;7.91;3.25;11.66;90.23;0.56;92.09;-12.11913;-77.02885;1005.06;17.62
614;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 13:00;2499.89;9.65;14.05;71.65;4.82;2.42;10.33;91.67;0.78;86.94;-12.11913;-77.02885;1004.61;18.14
615;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 14:00;2450.11;10.98;18.20;73.80;3.08;1.53;9.35;94.37;0.83;90.46;-12.11913;-77.02885;1004.35;17.85
616;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 15:00;2528.70;10.25;18.52;90.34;2.24;1.14;10.72;105.47;0.82;92.12;-12.11913;-77.02885;1003.77;18.02
617;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 16:00;2464.54;11.89;27.90;79.57;2.61;1.60;7.21;98.04;0.38;92.60;-12.11913;-77.02885;1003.57;17.66
618;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 17:00;2316.88;14.09;36.05;80.61;2.56;1.80;4.39;94.99;0.14;92.03;-12.11913;-77.02885;1003.72;17.15
619;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 18:00;2732.83;14.03;40.43;78.01;4.96;3.18;7.16;99.08;0.02;91.53;-12.11913;-77.02885;1003.87;17.22
620;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 19:00;2724.77;14.36;43.07;69.81;8.68;4.75;7.22;90.90;0.00;92.63;-12.11913;-77.02885;1004.35;17.14
621;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 20:00;2625.21;15.91;41.63;58.99;9.19;4.98;7.97;95.52;0.00;95.34;-12.11913;-77.02885;1004.88;16.79
622;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 21:00;2695.08;16.82;40.16;53.35;6.10;3.40;9.19;93.10;0.00;96.10;-12.11913;-77.02885;1005.39;16.59
623;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 22:00;2619.30;16.74;36.93;48.02;5.34;3.19;9.41;92.16;0.00;96.10;-12.11913;-77.02885;1005.56;16.59
624;10069;150122;PE;Subgerencia de Desarrollo Ambiental;26/06/2021 23:00;2358.30;17.40;33.50;41.08;7.42;3.96;7.46;89.18;0.00;96.10;-12.11913;-77.02885;1005.40;16.41
625;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 00:00;1951.61;17.66;29.50;44.81;9.25;4.61;4.84;92.42;0.00;96.10;-12.11913;-77.02885;1005.33;16.30
626;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 01:00;1800.94;17.19;27.31;43.56;6.71;3.54;3.94;82.70;0.00;96.10;-12.11913;-77.02885;1005.28;16.39
627;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 02:00;1699.19;18.97;28.89;45.24;6.38;3.19;3.21;65.26;0.00;96.10;-12.11913;-77.02885;1005.07;15.98
628;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 03:00;1666.31;20.52;28.33;50.27;8.76;3.67;2.87;71.79;0.00;96.10;-12.11913;-77.02885;1004.56;15.63
629;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 04:00;1615.12;21.01;26.34;48.40;6.19;2.88;2.67;58.67;0.00;96.10;-12.11913;-77.02885;1004.23;15.51
630;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 05:00;1692.87;20.28;26.20;39.67;8.15;3.54;3.88;65.02;0.00;96.10;-12.11913;-77.02885;1004.11;15.68
631;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 06:00;1652.69;19.41;26.27;44.75;8.94;3.48;2.98;73.01;0.00;96.10;-12.11913;-77.02885;1004.34;15.87
632;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 07:00;1781.33;19.00;26.88;36.38;5.12;2.50;3.31;77.77;0.00;96.10;-12.11913;-77.02885;1004.81;15.98
633;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 08:00;1904.84;17.25;27.86;31.09;4.59;2.46;4.61;80.63;0.06;96.10;-12.11913;-77.02885;1005.36;16.39
634;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 09:00;1817.25;14.18;26.54;30.50;4.46;2.63;3.69;81.96;0.16;95.30;-12.11913;-77.02885;1005.86;17.06
635;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 10:00;2112.94;12.57;27.19;26.74;6.05;4.32;6.92;80.57;0.23;91.40;-12.11913;-77.02885;1006.09;17.46
636;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 11:00;2213.04;11.93;27.55;36.13;6.39;3.76;7.92;80.45;0.31;90.36;-12.11913;-77.02885;1006.27;17.62
637;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 12:00;2393.25;8.98;24.20;50.80;6.61;3.69;9.02;84.63;0.43;87.29;-12.11913;-77.02885;1005.71;18.30
638;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 13:00;2123.32;9.58;20.47;58.14;6.77;3.41;7.08;87.90;0.63;91.65;-12.11913;-77.02885;1004.58;18.13
639;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 14:00;2028.29;11.76;21.58;65.92;4.19;2.15;5.42;88.61;0.59;92.03;-12.11913;-77.02885;1003.81;17.62
640;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 15:00;2055.33;12.60;25.41;68.12;3.72;2.05;5.19;87.56;0.45;91.72;-12.11913;-77.02885;1003.41;17.44
641;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 16:00;2035.38;13.58;30.58;59.17;5.04;2.44;5.13;85.45;0.26;93.95;-12.11913;-77.02885;1003.18;17.23
642;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 17:00;2096.44;13.01;32.96;60.11;6.99;3.73;5.19;83.86;0.14;94.19;-12.11913;-77.02885;1002.95;17.37
643;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 18:00;1937.92;15.98;33.99;53.76;7.98;4.13;4.24;83.96;0.03;96.02;-12.11913;-77.02885;1002.90;16.69
644;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 19:00;2194.09;16.04;35.35;42.35;9.51;4.84;7.00;85.75;0.00;96.10;-12.11913;-77.02885;1003.20;16.71
645;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 20:00;2207.65;16.32;35.06;44.58;11.26;6.10;6.71;87.33;0.00;96.10;-12.11913;-77.02885;1004.03;16.64
646;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 21:00;2130.45;17.07;35.45;42.17;10.78;7.33;6.02;84.48;0.00;96.10;-12.11913;-77.02885;1004.92;16.47
647;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 22:00;2133.83;17.69;38.03;29.82;10.65;7.95;6.91;79.86;0.00;96.10;-12.11913;-77.02885;1005.58;16.33
648;10069;150122;PE;Subgerencia de Desarrollo Ambiental;27/06/2021 23:00;2154.14;17.87;33.71;32.39;12.17;8.69;6.93;76.48;0.00;96.10;-12.11913;-77.02885;1006.15;16.29
649;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 00:00;1857.67;18.40;31.47;39.31;13.90;8.48;4.42;80.97;0.00;96.10;-12.11913;-77.02885;1006.28;16.13
650;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 01:00;1743.22;19.47;31.26;40.08;9.04;5.80;3.66;71.72;0.00;96.10;-12.11913;-77.02885;1006.19;15.88
651;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 02:00;1728.44;19.63;28.38;32.39;7.81;5.38;4.00;59.90;0.00;96.10;-12.11913;-77.02885;1005.96;15.84
652;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 03:00;1714.99;19.34;28.12;37.46;13.56;7.03;4.15;50.99;0.00;96.10;-12.11913;-77.02885;1005.64;15.90
653;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 04:00;1661.80;18.97;27.62;43.25;16.21;7.17;3.73;62.13;0.00;96.10;-12.11913;-77.02885;1005.29;15.98
654;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 05:00;1637.74;19.34;27.37;43.83;12.54;5.83;3.70;56.21;0.00;96.10;-12.11913;-77.02885;1005.28;15.89
655;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 06:00;1861.79;19.66;30.55;37.86;10.08;5.24;5.89;80.03;0.00;96.10;-12.11913;-77.02885;1005.52;15.85
656;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 07:00;2256.14;18.50;33.19;38.13;11.13;5.81;10.49;86.98;0.00;96.10;-12.11913;-77.02885;1005.78;16.17
657;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 08:00;2477.31;17.16;31.24;44.82;16.76;7.67;11.00;89.49;0.07;96.10;-12.11913;-77.02885;1006.24;16.50
658;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 09:00;2990.62;14.76;29.71;58.15;12.48;6.86;15.62;92.84;0.13;96.10;-12.11913;-77.02885;1006.53;17.10
659;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 10:00;3433.35;13.12;24.29;59.89;13.01;7.64;20.19;92.27;0.25;95.69;-12.11913;-77.02885;1006.76;17.52
660;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 11:00;2835.23;13.06;21.35;64.47;9.07;5.67;13.37;93.99;0.30;93.38;-12.11913;-77.02885;1006.85;17.44
661;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 12:00;2646.55;12.70;22.31;72.02;5.33;3.15;10.72;90.33;0.39;92.68;-12.11913;-77.02885;1006.73;17.49
662;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 13:00;2354.67;12.50;18.78;77.57;4.19;2.32;8.38;91.23;0.43;92.01;-12.11913;-77.02885;1006.33;17.50
663;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 14:00;2659.70;11.67;21.76;76.23;4.66;2.28;10.84;87.51;0.45;92.21;-12.11913;-77.02885;1005.58;17.73
664;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 15:00;2366.60;13.35;24.57;54.24;6.30;2.85;9.58;91.16;0.32;94.15;-12.11913;-77.02885;1004.93;17.32
665;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 16:00;2456.42;15.49;29.21;58.78;8.72;3.85;10.23;91.15;0.20;95.87;-12.11913;-77.02885;1004.84;16.87
666;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 17:00;2545.55;17.34;31.86;54.74;8.42;3.79;10.19;94.57;0.08;96.10;-12.11913;-77.02885;1005.42;16.46
667;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 18:00;2567.85;18.10;35.65;51.97;9.07;4.12;9.84;98.89;0.00;96.10;-12.11913;-77.02885;1005.78;16.30
668;10069;150122;PE;Subgerencia de Desarrollo Ambiental;28/06/2021 19:00;3079.28;18.19;35.75;52.18;7.21;3.62;14.53;90.34;0.00;96.10;-12.11913;-77.02885;1006.01;16.34
